"geneid","gene_name"
"6699","ENSG00000229562","ZFYVE9P1"
"6700","ENSG00000156009","MAGEA8"
"6701","ENSG00000108599","AKAP10"
"6703","ENSG00000166889","PATL1"
"6705","ENSG00000238008","COX6CP10"
"6708","ENSG00000010404","IDS"
"6709","ENSG00000230837","RPL31P2"
"6710","ENSG00000101421","CHMP4B"
"6711","ENSG00000154783","FGD5"
"6713","ENSG00000248259","MTND4LP31"
"6715","ENSG00000246774","COL25A1-DT"
"6717","ENSG00000249614","LINC02503"
"6718","ENSG00000177096","PHETA2"
"6719","ENSG00000248820","DYNLL1P6"
"6720","ENSG00000136270","TBRG4"
"6721","ENSG00000173451","THAP2"
"6722","ENSG00000248488","PGAM4P2"
"6723","ENSG00000155011","DKK2"
"6725","ENSG00000263969","RN7SL678P"
"6726","ENSG00000157538","VPS26C"
"6727","ENSG00000238498","SNORD13P1"
"6728","ENSG00000238584","RNU7-167P"
"6729","ENSG00000100281","HMGXB4"
"6733","ENSG00000234031","RPS3AP44"
"6734","ENSG00000255073","ZFP91-CNTF"
"6735","ENSG00000232487","RASA3-IT1"
"6736","ENSG00000118596","SLC16A7"
"6737","ENSG00000283361","CFAP97D2"
"6738","ENSG00000240639","RN7SL666P"
"6739","ENSG00000226038","PPIAP21"
"6741","ENSG00000242372","EIF6"
"6743","ENSG00000130177","CDC16"
"6744","ENSG00000242834","RPL7AP56"
"6746","ENSG00000124942","AHNAK"
"6747","ENSG00000281699","RPL21P81"
"6748","ENSG00000280858","RPL7A"
"6750","ENSG00000224340","RPL21P21"
"6751","ENSG00000229280","EEF1DP6"
"6752","ENSG00000142655","PEX14"
"6755","ENSG00000236699","ARHGEF38"
"6756","ENSG00000205078","SYCE1L"
"6757","ENSG00000064489","BORCS8-MEF2B"
"6758","ENSG00000148175","STOM"
"6760","ENSG00000232596","LINC01646"
"6761","ENSG00000156482","RPL30"
"6763","ENSG00000131196","NFATC1"
"6764","ENSG00000182670","TTC3"
"6765","ENSG00000131149","GSE1"
"6766","ENSG00000231510","LINC02782"
"6768","ENSG00000175395","ZNF25"
"6769","ENSG00000149527","PLCH2"
"6771","ENSG00000174808","BTC"
"6772","ENSG00000148948","LRRC4C"
"6774","ENSG00000235489","DBF4P1"
"6775","ENSG00000213432","RPL17P34"
"6776","ENSG00000164039","BDH2"
"6779","ENSG00000254454","RCC2P6"
"6780","ENSG00000198060","MARCHF5"
"6782","ENSG00000108576","SLC6A4"
"6784","ENSG00000011347","SYT7"
"6785","ENSG00000257125","KRT127P"
"6788","ENSG00000132646","PCNA"
"6789","ENSG00000234925","ATP5PDP4"
"6790","ENSG00000106723","SPIN1"
"6792","ENSG00000256037","MRPL40P1"
"6798","ENSG00000058272","PPP1R12A"
"6801","ENSG00000164893","SLC7A13"
"6802","ENSG00000228517","CT47A7"
"6803","ENSG00000266320","MIR3909"
"6804","ENSG00000274280","MIR6069"
"6807","ENSG00000100297","MCM5"
"6808","ENSG00000281917","SLC16A1"
"6809","ENSG00000226466","RPA2P2"
"6812","ENSG00000213924","HNRNPH1P2"
"6814","ENSG00000182195","LDOC1"
"6815","ENSG00000270973","SMARCE1P7"
"6816","ENSG00000248789","LINC02118"
"6817","ENSG00000107864","CPEB3"
"6819","ENSG00000218582","GAPDHP63"
"6822","ENSG00000214827","MTCP1"
"6823","ENSG00000226440","LAMA4-AS1"
"6824","ENSG00000131730","CKMT2"
"6828","ENSG00000217268","TXNP7"
"6831","ENSG00000187742","SECISBP2"
"6832","ENSG00000272398","CD24"
"6833","ENSG00000185015","CA13"
"6834","ENSG00000280889","SNORD24"
"6835","ENSG00000281243","SNORD36B"
"6836","ENSG00000281907","SNORD36A"
"6838","ENSG00000105750","ZNF85"
"6839","ENSG00000281541","SNORD36C"
"6840","ENSG00000280627","SURF1"
"6841","ENSG00000235539","MTND1P33"
"6844","ENSG00000216518","EEF1GP6"
"6846","ENSG00000101290","CDS2"
"6847","ENSG00000277172","GAPDHP41"
"6850","ENSG00000220505","EIF4EBP2P3"
"6851","ENSG00000244217","RPS4XP10"
"6854","ENSG00000220773","RPSAP44"
"6855","ENSG00000254387","MYL12AP1"
"6856","ENSG00000226888","RPLP1P10"
"6857","ENSG00000111860","CEP85L"
"6858","ENSG00000265817","FSBP"
"6859","ENSG00000173546","CSPG4"
"6860","ENSG00000213423","RBMX2P2"
"6863","ENSG00000138190","EXOC6"
"6864","ENSG00000185247","MAGEA11"
"6865","ENSG00000280751","AKR7A2P1"
"6869","ENSG00000276006","REXO1L12P"
"6871","ENSG00000102195","GPR50"
"6872","ENSG00000104361","NIPAL2"
"6873","ENSG00000269911","FAM226B"
"6875","ENSG00000166049","PASD1"
"6876","ENSG00000171621","SPSB1"
"6877","ENSG00000160229","ZNF66"
"6878","ENSG00000078053","AMPH"
"6880","ENSG00000166035","LIPC"
"6882","ENSG00000268598","VN1R80P"
"6883","ENSG00000269615","MTDHP2"
"6884","ENSG00000251577","TACR3-AS1"
"6885","ENSG00000130307","USHBP1"
"6887","ENSG00000253412","IGHVIII-13-1"
"6889","ENSG00000211945","IGHV1-18"
"6891","ENSG00000213493","ACTN4P1"
"6892","ENSG00000238275","HOMER2P2"
"6893","ENSG00000253883","IGHV3-19"
"6894","ENSG00000231475","IGHV4-31"
"6895","ENSG00000165496","RPL10L"
"6896","ENSG00000138780","GSTCD"
"6897","ENSG00000281024","SURF2"
"6898","ENSG00000276210","LINC00226"
"6899","ENSG00000142583","SLC2A5"
"6900","ENSG00000124900","TRIM51"
"6901","ENSG00000225022","UBE2D3P1"
"6902","ENSG00000101292","PROKR2"
"6903","ENSG00000200313","RNA5-8SP7"
"6905","ENSG00000089006","SNX5"
"6906","ENSG00000131966","ACTR10"
"6907","ENSG00000147255","IGSF1"
"6908","ENSG00000239281","RPS29P2"
"6910","ENSG00000104267","CA2"
"6911","ENSG00000148942","SLC5A12"
"6913","ENSG00000237603","HMGB3P12"
"6916","ENSG00000242858","RPL13AP14"
"6917","ENSG00000280951","SURF4"
"6920","ENSG00000152348","ATG10"
"6922","ENSG00000171853","TRAPPC12"
"6923","ENSG00000170248","PDCD6IP"
"6926","ENSG00000100292","HMOX1"
"6927","ENSG00000264539","MIR548AR"
"6928","ENSG00000265450","MIR4502"
"6929","ENSG00000103111","MON1B"
"6931","ENSG00000169062","UPF3A"
"6936","ENSG00000260720","LINC01243"
"6937","ENSG00000196739","COL27A1"
"6939","ENSG00000218233","NEPNP"
"6940","ENSG00000226309","SMARCE1P2"
"6941","ENSG00000216902","RPL31P32"
"6944","ENSG00000112796","ENPP5"
"6945","ENSG00000248159","HSPA8P11"
"6948","ENSG00000270861","TMEM69P1"
"6949","ENSG00000152034","MCHR2"
"6950","ENSG00000265646","TUFMP1"
"6951","ENSG00000132541","RIDA"
"6954","ENSG00000235554","SRSF6P2"
"6955","ENSG00000131471","AOC3"
"6957","ENSG00000138867","GUCD1"
"6958","ENSG00000269040","BNIP3P24"
"6959","ENSG00000232699","BDH2P1"
"6963","ENSG00000160352","ZNF714"
"6964","ENSG00000255218","OR5BC1P"
"6965","ENSG00000216859","DHFRP5"
"6966","ENSG00000187189","TSPYL4"
"6967","ENSG00000149021","SCGB1A1"
"6968","ENSG00000160255","ITGB2"
"6969","ENSG00000284674","LINC02781"
"6970","ENSG00000224338","MTCYBP45"
"6971","ENSG00000187871","GFRAL"
"6972","ENSG00000251308","MRPS33P3"
"6974","ENSG00000124875","CXCL6"
"6975","ENSG00000173614","NMNAT1"
"6976","ENSG00000255047","HNRNPRP2"
"6977","ENSG00000240554","RPL7AP58"
"6979","ENSG00000250827","MFSD4BP1"
"6981","ENSG00000067221","STOML1"
"6982","ENSG00000131482","G6PC1"
"6983","ENSG00000122870","BICC1"
"6984","ENSG00000157570","TSPAN18"
"6985","ENSG00000113319","RASGRF2"
"6988","ENSG00000216904","SOCS5P5"
"6991","ENSG00000218986","ANKRD39P1"
"6994","ENSG00000008196","TFAP2B"
"6995","ENSG00000216425","PIMREGP2"
"6998","ENSG00000174599","TRAM1L1"
"6999","ENSG00000147669","POLR2K"
"7000","ENSG00000226158","CLCP2"
"7001","ENSG00000184939","ZFP90"
"7002","ENSG00000198824","CHAMP1"
"7004","ENSG00000230671","NDUFS5P5"
"7006","ENSG00000244470","RPL6P14"
"7008","ENSG00000249283","ACTR3BP4"
"7009","ENSG00000182271","TMIGD1"
"7010","ENSG00000269885","VN1R79P"
"7012","ENSG00000225094","SETP20"
"7013","ENSG00000268995","VN1R82P"
"7014","ENSG00000221900","POM121L12"
"7018","ENSG00000215720","MFFP1"
"7020","ENSG00000082293","COL19A1"
"7021","ENSG00000105662","CRTC1"
"7024","ENSG00000138777","PPA2"
"7025","ENSG00000223893","GNL2P1"
"7026","ENSG00000224519","HMGN1P19"
"7027","ENSG00000233623","PGAM1P11"
"7028","ENSG00000270474","IGHV3-29"
"7029","ENSG00000106524","ANKMY2"
"7030","ENSG00000100744","GSKIP"
"7031","ENSG00000204624","DISP3"
"7032","ENSG00000260615","RPL23AP97"
"7033","ENSG00000288248","ST13P5"
"7035","ENSG00000235366","LINC01055"
"7036","ENSG00000288411","SAA1"
"7037","ENSG00000276540","REXO1L10P"
"7038","ENSG00000123124","WWP1"
"7039","ENSG00000182551","ADI1"
"7040","ENSG00000102471","NDFIP2"
"7041","ENSG00000149600","COMMD7"
"7043","ENSG00000213609","RPL7AP50"
"7044","ENSG00000229485","KSR1P1"
"7045","ENSG00000226646","RPL7P37"
"7046","ENSG00000105988","NHP2P1"
"7048","ENSG00000228828","TLK2P2"
"7049","ENSG00000237579","LINC01514"
"7050","ENSG00000232563","CRB3P1"
"7051","ENSG00000259073","FOXN3-AS2"
"7052","ENSG00000232958","MTARC2P1"
"7054","ENSG00000211942","IGHV3-13"
"7055","ENSG00000126581","BECN1"
"7057","ENSG00000144455","SUMF1"
"7058","ENSG00000281245","STKLD1"
"7059","ENSG00000232075","MRPL35P2"
"7060","ENSG00000227032","RPS2P36"
"7061","ENSG00000225234","TRAPPC12-AS1"
"7064","ENSG00000233900","RPL17P35"
"7067","ENSG00000253587","IGHV3-30-2"
"7068","ENSG00000253345","IGHVII-22-1"
"7069","ENSG00000253462","IGHVIII-26-1"
"7071","ENSG00000166167","BTRC"
"7072","ENSG00000227007","LINC01247"
"7073","ENSG00000172554","SNTG2"
"7074","ENSG00000101349","PAK5"
"7075","ENSG00000126777","KTN1"
"7076","ENSG00000254772","EEF1G"
"7077","ENSG00000146731","CCT6A"
"7078","ENSG00000280706","REXO4"
"7079","ENSG00000288479","RNA5SP334"
"7080","ENSG00000288445","HPS5"
"7081","ENSG00000166862","CACNG2"
"7084","ENSG00000142606","MMEL1"
"7086","ENSG00000100191","SLC5A4"
"7088","ENSG00000140948","ZCCHC14"
"7089","ENSG00000125787","GNRH2"
"7090","ENSG00000268438","BNIP3P27"
"7091","ENSG00000268272","VN1R78P"
"7092","ENSG00000197134","ZNF257"
"7094","ENSG00000136942","RPL35"
"7095","ENSG00000133424","LARGE1"
"7096","ENSG00000219863","RPL31P28"
"7097","ENSG00000230852","LINC02857"
"7099","ENSG00000125888","BANF2"
"7100","ENSG00000259545","RPL15P19"
"7101","ENSG00000111912","NCOA7"
"7103","ENSG00000081014","AP4E1"
"7104","ENSG00000196350","ZNF729"
"7106","ENSG00000272002","LINC02973"
"7107","ENSG00000171865","RNASEH1"
"7110","ENSG00000231981","RPL7L1P12"
"7111","ENSG00000207298","RNU6-83P"
"7112","ENSG00000227412","STK33P1"
"7113","ENSG00000271182","CPSF6P1"
"7114","ENSG00000228248","NUTF2P3"
"7115","ENSG00000260992","DOCK9-DT"
"7116","ENSG00000205133","TRIQK"
"7117","ENSG00000215210","RBMXP2"
"7119","ENSG00000230871","RPS6P23"
"7120","ENSG00000268117","VN1R84P"
"7122","ENSG00000241697","TMEFF1"
"7123","ENSG00000167487","KLHL26"
"7124","ENSG00000088387","DOCK9"
"7126","ENSG00000150636","CCDC102B"
"7127","ENSG00000148950","IMMP1L"
"7128","ENSG00000101160","CTSZ"
"7129","ENSG00000271095","BNIP3P28"
"7130","ENSG00000135686","KLHL36"
"7131","ENSG00000064545","TMEM161A"
"7132","ENSG00000281244","ADAMTS13"
"7135","ENSG00000135070","ISCA1"
"7136","ENSG00000249835","VCAN-AS1"
"7141","ENSG00000213854","CNN2P6"
"7142","ENSG00000171863","RPS7"
"7145","ENSG00000250662","HNRNPKP5"
"7148","ENSG00000226414","MTCYBP38"
"7150","ENSG00000176563","CNTD1"
"7151","ENSG00000224732","MAGEA7P"
"7152","ENSG00000144642","RBMS3"
"7153","ENSG00000168404","MLKL"
"7156","ENSG00000271687","MTND5P10"
"7157","ENSG00000225110","PNMA6F"
"7158","ENSG00000224368","ARAFP2"
"7159","ENSG00000113384","GOLPH3"
"7160","ENSG00000197021","EOLA2"
"7161","ENSG00000255690","TRIL"
"7162","ENSG00000053747","LAMA3"
"7163","ENSG00000136274","NACAD"
"7164","ENSG00000107447","DNTT"
"7165","ENSG00000130349","MTRES1"
"7166","ENSG00000139626","ITGB7"
"7167","ENSG00000160563","MED27"
"7170","ENSG00000238000","PSME2P1"
"7171","ENSG00000251451","GTF2IP9"
"7172","ENSG00000205029","OR5D16"
"7173","ENSG00000189127","ANKRD34B"
"7176","ENSG00000176971","FIBIN"
"7177","ENSG00000146729","NIPSNAP2"
"7178","ENSG00000197566","ZNF624"
"7179","ENSG00000255431","OR5B19P"
"7185","ENSG00000146250","PRSS35"
"7186","ENSG00000261340","LINC01616"
"7187","ENSG00000242689","CNTF"
"7188","ENSG00000220635","KRASP1"
"7194","ENSG00000112305","SMAP1"
"7195","ENSG00000169519","METTL15"
"7197","ENSG00000250273","PSMC1P5"
"7198","ENSG00000236447","ATG10-IT1"
"7199","ENSG00000112874","NUDT12"
"7200","ENSG00000005194","CIAPIN1"
"7201","ENSG00000214626","POLR3DP1"
"7202","ENSG00000224498","MAPKAPK5P1"
"7203","ENSG00000236626","MTND5P17"
"7205","ENSG00000230609","COX7CP4"
"7206","ENSG00000205433","SNRPGP6"
"7207","ENSG00000236514","ZNF248-AS1"
"7209","ENSG00000148468","FAM171A1"
"7210","ENSG00000264837","VN1R71P"
"7211","ENSG00000171729","TMEM51"
"7212","ENSG00000126562","WNK4"
"7213","ENSG00000165775","FUNDC2"
"7215","ENSG00000151379","MSGN1"
"7216","ENSG00000062194","GPBP1"
"7217","ENSG00000100298","APOBEC3H"
"7219","ENSG00000179241","LDLRAD3"
"7220","ENSG00000163029","SMC6"
"7221","ENSG00000222612","RNU2-52P"
"7222","ENSG00000189180","ZNF33A"
"7223","ENSG00000198900","TOP1"
"7224","ENSG00000136950","ARPC5L"
"7229","ENSG00000227779","NDUFB3P5"
"7230","ENSG00000241769","EOLA1-DT"
"7231","ENSG00000157916","RER1"
"7232","ENSG00000288114","GTF2H1"
"7233","ENSG00000264448","MIR378D2HG"
"7236","ENSG00000279395","OR5L1"
"7237","ENSG00000147872","PLIN2"
"7239","ENSG00000132749","TESMIN"
"7240","ENSG00000240509","RPL34P18"
"7241","ENSG00000184672","RALYL"
"7242","ENSG00000146733","PSPH"
"7243","ENSG00000251463","FKBP4P1"
"7244","ENSG00000224062","TUBB4BP5"
"7245","ENSG00000250627","TTC39CP1"
"7246","ENSG00000223979","SMCR2"
"7247","ENSG00000033178","UBA6"
"7248","ENSG00000197683","KRTAP26-1"
"7249","ENSG00000108848","LUC7L3"
"7250","ENSG00000214925","RPL36AP52"
"7251","ENSG00000206107","KRTAP27-1"
"7252","ENSG00000197620","EOLA1"
"7253","ENSG00000220553","RPL5P19"
"7254","ENSG00000217404","RPS4XP9"
"7255","ENSG00000250973","KRTAP13-6P"
"7256","ENSG00000182816","KRTAP13-2"
"7257","ENSG00000265007","MIR4327"
"7258","ENSG00000198390","KRTAP13-1"
"7259","ENSG00000118402","ELOVL4"
"7260","ENSG00000233640","KRTAP13-5P"
"7261","ENSG00000186970","KRTAP15-1"
"7262","ENSG00000184351","KRTAP19-1"
"7263","ENSG00000186965","KRTAP19-2"
"7264","ENSG00000244025","KRTAP19-3"
"7266","ENSG00000186967","KRTAP19-4"
"7267","ENSG00000223912","EEF1A1P36"
"7269","ENSG00000186977","KRTAP19-5"
"7270","ENSG00000170162","VGLL2"
"7271","ENSG00000237841","KRTAP19-9P"
"7272","ENSG00000235312","KRTAP19-10P"
"7274","ENSG00000236612","KRTAP19-11P"
"7275","ENSG00000186925","KRTAP19-6"
"7276","ENSG00000244362","KRTAP19-7"
"7277","ENSG00000105676","ARMC6"
"7278","ENSG00000206106","KRTAP22-2"
"7280","ENSG00000186924","KRTAP22-1"
"7281","ENSG00000213260","YWHAZP5"
"7282","ENSG00000148834","GSTO1"
"7283","ENSG00000173227","SYT12"
"7284","ENSG00000244624","KRTAP20-1"
"7285","ENSG00000206105","KRTAP20-4"
"7286","ENSG00000185264","CIMIP4"
"7287","ENSG00000184032","KRTAP20-2"
"7288","ENSG00000206104","KRTAP20-3"
"7289","ENSG00000231068","KRTAP21-3"
"7290","ENSG00000236400","KRTAP21-4P"
"7291","ENSG00000187026","KRTAP21-2"
"7292","ENSG00000187005","KRTAP21-1"
"7293","ENSG00000186980","KRTAP23-1"
"7294","ENSG00000240432","KRTAP13-3"
"7295","ENSG00000252273","RNU6-426P"
"7296","ENSG00000214976","VDAC2P1"
"7297","ENSG00000224602","RPS26P5"
"7298","ENSG00000285331","TCF12-DT"
"7299","ENSG00000201025","SNORD74B"
"7302","ENSG00000169075","BRD7P3"
"7304","ENSG00000207638","MIR99A"
"7305","ENSG00000218180","SLC25A5P7"
"7306","ENSG00000199030","MIRLET7C"
"7308","ENSG00000207863","MIR125B2"
"7309","ENSG00000239023","RNU1-98P"
"7310","ENSG00000156299","TIAM1"
"7312","ENSG00000186350","RXRA"
"7314","ENSG00000079950","STX7"
"7315","ENSG00000104043","ATP8B4"
"7316","ENSG00000178665","ZNF713"
"7317","ENSG00000139291","TMEM19"
"7318","ENSG00000276169","MIR6871"
"7319","ENSG00000157881","PANK4"
"7321","ENSG00000242748","RPL23AP81"
"7322","ENSG00000263989","RN7SL615P"
"7323","ENSG00000228210","RPL7AP12"
"7324","ENSG00000171867","PRNP"
"7326","ENSG00000224706","RPS17P13"
"7329","ENSG00000171864","PRND"
"7330","ENSG00000253299","UFM1P3"
"7333","ENSG00000207227","RNU6-900P"
"7334","ENSG00000253748","CYP4F44P"
"7337","ENSG00000128346","C22orf23"
"7338","ENSG00000154118","JPH3"
"7339","ENSG00000164794","KCNV1"
"7340","ENSG00000180259","PRNT"
"7341","ENSG00000106070","GRB10"
"7342","ENSG00000257858","MTND1P24"
"7345","ENSG00000231071","IDI1P3"
"7346","ENSG00000111058","ACSS3"
"7347","ENSG00000101265","RASSF2"
"7348","ENSG00000156467","UQCRB"
"7349","ENSG00000228694","MTND4P18"
"7350","ENSG00000225155","TOMM22P5"
"7352","ENSG00000177613","CSTF2T"
"7353","ENSG00000270945","HSPE1P7"
"7354","ENSG00000220311","RPL35AP18"
"7355","ENSG00000146410","MTFR2"
"7356","ENSG00000140937","CDH11"
"7357","ENSG00000270648","CYP2C61P"
"7358","ENSG00000213390","ARHGAP19"
"7359","ENSG00000254672","WEE2P1"
"7360","ENSG00000169550","MUC15"
"7361","ENSG00000173376","NDNF"
"7362","ENSG00000235137","HSP90AB6P"
"7365","ENSG00000100142","POLR2F"
"7366","ENSG00000222472","RN7SKP7"
"7367","ENSG00000120694","HSPH1"
"7369","ENSG00000167081","PBX3"
"7370","ENSG00000172940","SLC22A13"
"7371","ENSG00000196406","SPANXD"
"7372","ENSG00000230130","MTND2P39"
"7373","ENSG00000235598","RRM2P4"
"7374","ENSG00000133135","RNF128"
"7375","ENSG00000021300","PLEKHB1"
"7376","ENSG00000244005","NFS1"
"7377","ENSG00000163116","STPG2"
"7378","ENSG00000288358","MIR3159"
"7379","ENSG00000288299","LDHA"
"7380","ENSG00000216639","RPL7AP35"
"7382","ENSG00000231897","MARK2P14"
"7384","ENSG00000001561","ENPP4"
"7385","ENSG00000226216","RPS12P5"
"7386","ENSG00000175928","LRRN1"
"7388","ENSG00000153989","NUS1"
"7389","ENSG00000048707","VPS13D"
"7390","ENSG00000250219","LTV1P1"
"7391","ENSG00000250363","KRT18P21"
"7395","ENSG00000226388","ELL2P4"
"7397","ENSG00000249717","PARM1-AS1"
"7399","ENSG00000254118","MTCYBP20"
"7400","ENSG00000102243","VGLL1"
"7401","ENSG00000184423","RPL23AP38"
"7402","ENSG00000183663","GAPDHP30"
"7403","ENSG00000249885","ARHGEF38-IT1"
"7405","ENSG00000112701","SENP6"
"7406","ENSG00000234123","RHBDF1P1"
"7410","ENSG00000104341","LAPTM4B"
"7412","ENSG00000164037","SLC9B1"
"7413","ENSG00000167779","IGFBP6"
"7414","ENSG00000230465","VENTXP4"
"7415","ENSG00000224094","RPS24P8"
"7416","ENSG00000230111","H3P11"
"7417","ENSG00000183960","KCNH8"
"7418","ENSG00000113318","MSH3"
"7419","ENSG00000231686","ANKRD11P2"
"7420","ENSG00000176289","IDSP1"
"7421","ENSG00000155495","MAGEC1"
"7422","ENSG00000224885","EIPR1-IT1"
"7423","ENSG00000231948","HS1BP3-IT1"
"7424","ENSG00000162981","LRATD1"
"7425","ENSG00000182508","LHFPL1"
"7426","ENSG00000166171","DPCD"
"7428","ENSG00000185010","F8"
"7429","ENSG00000269138","ZNF209P"
"7433","ENSG00000284289","MIR6820"
"7434","ENSG00000284266","MIR4534"
"7437","ENSG00000268830","BNIP3P32"
"7439","ENSG00000151693","ASAP2"
"7440","ENSG00000100151","PICK1"
"7443","ENSG00000248883","B4GALNT2P1"
"7444","ENSG00000131480","AOC2"
"7445","ENSG00000213849","RPL31P18"
"7446","ENSG00000259293","LIPC-AS1"
"7447","ENSG00000172867","KRT2"
"7448","ENSG00000129038","LOXL1"
"7449","ENSG00000114353","GNAI2"
"7450","ENSG00000254025","BRIX1P1"
"7452","ENSG00000118620","ZNF430"
"7453","ENSG00000215264","RPL10AP3"
"7454","ENSG00000255361","RPL7L1P17"
"7455","ENSG00000147432","CHRNB3"
"7456","ENSG00000154945","ANKRD40"
"7458","ENSG00000242747","RPL21P14"
"7459","ENSG00000280639","LINC02204"
"7464","ENSG00000177425","PAWR"
"7465","ENSG00000103091","WDR59"
"7466","ENSG00000253828","MTND2P38"
"7468","ENSG00000245970","RPL30-AS1"
"7469","ENSG00000108798","ABI3"
"7470","ENSG00000034239","CLXN"
"7471","ENSG00000269012","KRT18P40"
"7472","ENSG00000196109","ZNF676"
"7474","ENSG00000140506","LMAN1L"
"7475","ENSG00000166169","POLL"
"7476","ENSG00000167232","ZNF91"
"7477","ENSG00000185437","SH3BGR"
"7478","ENSG00000119487","MAPKAP1"
"7480","ENSG00000111110","PPM1H"
"7481","ENSG00000271661","BNIP3P36"
"7482","ENSG00000186529","CYP4F3"
"7483","ENSG00000228717","NAB1P1"
"7484","ENSG00000215054","HNRNPCP10"
"7485","ENSG00000227183","HDGFP1"
"7486","ENSG00000183631","PRR32"
"7487","ENSG00000224314","TCERG1P1"
"7489","ENSG00000235699","CXorf51B"
"7491","ENSG00000155966","AFF2"
"7492","ENSG00000254079","SRSF3P2"
"7493","ENSG00000233380","RPS2P48"
"7495","ENSG00000173714","WFIKKN2"
"7496","ENSG00000253677","UBE2HP1"
"7497","ENSG00000180543","TSPYL5"
"7498","ENSG00000280479","CACFD1"
"7499","ENSG00000243521","RPL5P33"
"7500","ENSG00000156486","KCNS2"
"7502","ENSG00000183978","COA3"
"7506","ENSG00000139644","TMBIM6"
"7507","ENSG00000167083","GNGT2"
"7511","ENSG00000253977","MTCO2P4"
"7515","ENSG00000230044","CDK8P1"
"7516","ENSG00000231610","PIK3CDP1"
"7517","ENSG00000103248","MTHFSD"
"7518","ENSG00000197275","RAD54B"
"7520","ENSG00000259593","MTND5P40"
"7522","ENSG00000169006","NTSR2"
"7523","ENSG00000160221","GATD3"
"7524","ENSG00000125995","ROMO1"
"7526","ENSG00000135220","UGT2A3"
"7527","ENSG00000156958","GALK2"
"7529","ENSG00000233416","RPS25P3"
"7532","ENSG00000084754","HADHA"
"7533","ENSG00000050730","TNIP3"
"7534","ENSG00000281165","SLC2A6"
"7536","ENSG00000060303","RPS17P5"
"7537","ENSG00000228082","SIM1-AS1"
"7538","ENSG00000112234","FBXL4"
"7539","ENSG00000131051","RBM39"
"7540","ENSG00000108846","ABCC3"
"7543","ENSG00000128298","BAIAP2L2"
"7546","ENSG00000104517","UBR5"
"7547","ENSG00000187676","B3GLCT"
"7548","ENSG00000198833","UBE2J1"
"7549","ENSG00000161179","YDJC"
"7550","ENSG00000268794","VN1R90P"
"7552","ENSG00000118690","ARMC2"
"7553","ENSG00000198157","HMGN5"
"7554","ENSG00000229427","ANKRD26P4"
"7555","ENSG00000180776","ZDHHC20"
"7556","ENSG00000161180","CCDC116"
"7558","ENSG00000134061","CD180"
"7560","ENSG00000281879","ABO"
"7561","ENSG00000163512","AZI2"
"7564","ENSG00000206617","RNY1P5"
"7566","ENSG00000128228","SDF2L1"
"7567","ENSG00000139793","MBNL2"
"7568","ENSG00000240003","RPL7P24"
"7569","ENSG00000197372","ZNF675"
"7570","ENSG00000168685","IL7R"
"7571","ENSG00000138802","SEC24B"
"7572","ENSG00000186971","KRTAP13-4"
"7573","ENSG00000212102","MIR301B"
"7574","ENSG00000283871","MIR130B"
"7575","ENSG00000186930","KRTAP6-2"
"7579","ENSG00000184724","KRTAP6-1"
"7581","ENSG00000100023","PPIL2"
"7583","ENSG00000255385","UBTFL10"
"7585","ENSG00000186895","FGF3"
"7586","ENSG00000224907","RPL21P91"
"7587","ENSG00000230809","RPS6P15"
"7588","ENSG00000165669","FAM204A"
"7589","ENSG00000243697","RPL7AP63"
"7590","ENSG00000255162","ANKRD33BP7"
"7591","ENSG00000213996","TM6SF2"
"7593","ENSG00000166013","TRIM53BP"
"7596","ENSG00000213652","HMGB3P30"
"7600","ENSG00000129680","MAP7D3"
"7603","ENSG00000159618","ADGRG5"
"7604","ENSG00000085382","HACE1"
"7606","ENSG00000226998","MTATP6P30"
