"geneid","gene_name"
"26318","ENSG00000167685","ZNF444"
"26319","ENSG00000276820","KIR2DL1"
"26321","ENSG00000168703","WFDC12"
"26322","ENSG00000278306","KIR2DS3"
"26323","ENSG00000213385","RPL7AP39"
"26325","ENSG00000124102","PI3"
"26326","ENSG00000275732","KIR2DL4"
"26327","ENSG00000235916","MRPS18CP7"
"26328","ENSG00000264426","MIR4283-1"
"26329","ENSG00000189166","TNRC18P3"
"26330","ENSG00000201618","RNA5SP505"
"26331","ENSG00000172943","PHF8"
"26332","ENSG00000188739","RBM34"
"26333","ENSG00000169783","LINGO1"
"26334","ENSG00000061918","GUCY1B1"
"26335","ENSG00000214668","SLC29A4P1"
"26336","ENSG00000124233","SEMG1"
"26338","ENSG00000229508","PHKG1P4"
"26340","ENSG00000275061","SEPTIN7P15"
"26341","ENSG00000124157","SEMG2"
"26342","ENSG00000235095","GPCPD1P1"
"26344","ENSG00000277028","KIR3DL3"
"26345","ENSG00000092421","SEMA6A"
"26346","ENSG00000215545","DEFB116"
"26348","ENSG00000283547","MTATP6P8"
"26349","ENSG00000237929","RPL31P3"
"26350","ENSG00000231537","MTCO3P10"
"26351","ENSG00000236121","HAUS6P2"
"26352","ENSG00000252649","RNA5SP480"
"26353","ENSG00000212717","DEFB117"
"26355","ENSG00000283481","MTND4LP32"
"26356","ENSG00000225295","MTND4P4"
"26357","ENSG00000277336","CCL3L3"
"26358","ENSG00000131068","DEFB118"
"26359","ENSG00000228440","MTND5P6"
"26360","ENSG00000283311","MTND6P29"
"26361","ENSG00000224880","MTCYBP29"
"26362","ENSG00000267712","LINC01539"
"26364","ENSG00000224723","GUSBP10"
"26365","ENSG00000226086","EIF3LP3"
"26367","ENSG00000235964","FXYD6P2"
"26369","ENSG00000180483","DEFB119"
"26371","ENSG00000230764","MTND1P4"
"26372","ENSG00000075407","ZNF37A"
"26374","ENSG00000237309","MTND2P6"
"26375","ENSG00000236692","MTCO1P10"
"26376","ENSG00000197487","GALP"
"26377","ENSG00000253292","MIOXP1"
"26379","ENSG00000284291","MTCO2P10"
"26381","ENSG00000233915","UBE2Q2P10"
"26383","ENSG00000283626","MTATP6P10"
"26385","ENSG00000228851","MTCO3P4"
"26392","ENSG00000225719","NMNAT1P2"
"26395","ENSG00000205333","GOLGA2P1"
"26396","ENSG00000227584","MTND4P5"
"26402","ENSG00000227013","OR7E96P"
"26403","ENSG00000232809","VDAC1P10"
"26404","ENSG00000230531","MTND5P7"
"26406","ENSG00000253881","VPS51P16"
"26411","ENSG00000233047","LINC01677"
"26412","ENSG00000125813","PAX1"
"26415","ENSG00000221305","MIR548I3"
"26416","ENSG00000234671","MTCYBP5"
"26417","ENSG00000244427","RPS3AP31"
"26418","ENSG00000282630","YWHAEP7"
"26419","ENSG00000254311","SNRPCP17"
"26420","ENSG00000238431","RNU7-157P"
"26421","ENSG00000170289","CNGB3"
"26425","ENSG00000266168","MIR3147"
"26426","ENSG00000227182","VN1R28P"
"26427","ENSG00000235368","SAPCD2P2"
"26428","ENSG00000278495","KIR2DL1"
"26429","ENSG00000282695","HMGB1P24"
"26430","ENSG00000105792","CFAP69"
"26431","ENSG00000143341","HMCN1"
"26432","ENSG00000131061","ZNF341"
"26433","ENSG00000140511","HAPLN3"
"26435","ENSG00000139433","GLTP"
"26436","ENSG00000099797","TECR"
"26437","ENSG00000254727","PTP4A1P6"
"26439","ENSG00000075073","TACR2"
"26441","ENSG00000086848","ALG9"
"26442","ENSG00000228979","PPIAP55"
"26443","ENSG00000159640","ACE"
"26444","ENSG00000137275","RIPK1"
"26446","ENSG00000259489","KRT18P47"
"26447","ENSG00000108175","ZMIZ1"
"26448","ENSG00000157766","ACAN"
"26449","ENSG00000255892","NDFIP1P1"
"26451","ENSG00000256138","ZKSCAN7P1"
"26452","ENSG00000237786","GFOD1-AS1"
"26453","ENSG00000218265","RPS4XP7"
"26454","ENSG00000202351","RN7SKP204"
"26455","ENSG00000139151","PLCZ1"
"26456","ENSG00000225921","NOL7"
"26457","ENSG00000276985","FCAR"
"26458","ENSG00000168484","SFTPC"
"26459","ENSG00000260930","LINC01416"
"26460","ENSG00000010017","RANBP9"
"26461","ENSG00000140009","ESR2"
"26463","ENSG00000259922","CFAP69P1"
"26465","ENSG00000260148","CPNE2-DT"
"26466","ENSG00000140848","CPNE2"
"26468","ENSG00000266441","ARHGAP28-AS1"
"26469","ENSG00000277375","KIR2DP1"
"26473","ENSG00000275317","KIR2DL4"
"26479","ENSG00000197746","PSAP"
"26481","ENSG00000263878","DLGAP1-AS4"
"26482","ENSG00000172661","WASHC2C"
"26484","ENSG00000266617","MIR3692"
"26485","ENSG00000164188","RANBP3L"
"26486","ENSG00000130340","SNX9"
"26487","ENSG00000116703","PDC"
"26492","ENSG00000264101","MIR4689"
"26494","ENSG00000267391","MIR122HG"
"26495","ENSG00000243267","RN7SL614P"
"26496","ENSG00000252151","RNU6-1265P"
"26498","ENSG00000252956","RNA5SP40"
"26499","ENSG00000284357","MIR34A"
"26500","ENSG00000207237","RNU6-110P"
"26502","ENSG00000207941","MIR552"
"26503","ENSG00000199963","RNU6-605P"
"26504","ENSG00000264698","MIR4255"
"26505","ENSG00000207328","RNU6-636P"
"26507","ENSG00000252368","RNA5SP43"
"26510","ENSG00000125846","ZNF133"
"26511","ENSG00000200796","RNU6-753P"
"26514","ENSG00000283724","MIR6732"
"26515","ENSG00000284410","MIR6733"
"26516","ENSG00000252018","RNU2-30P"
"26517","ENSG00000206627","RNU6-969P"
"26518","ENSG00000207508","RNU6-1237P"
"26522","ENSG00000207194","RNU6-1026P"
"26523","ENSG00000260433","LINC01917"
"26524","ENSG00000283477","MIR6079"
"26525","ENSG00000263675","MIR5581"
"26526","ENSG00000220867","HSPE1P26"
"26527","ENSG00000238653","RNU7-62P"
"26528","ENSG00000252658","RNU6-786P"
"26530","ENSG00000200575","RNU6-414P"
"26532","ENSG00000212360","RNU6-1177P"
"26534","ENSG00000251825","RN7SKP19"
"26535","ENSG00000222624","RNU2-15P"
"26536","ENSG00000078269","SYNJ2"
"26537","ENSG00000223152","RNU4-88P"
"26538","ENSG00000212308","RNA5SP23"
"26539","ENSG00000276081","MIR7156"
"26540","ENSG00000105793","GTPBP10"
"26541","ENSG00000239640","RN7SL62P"
"26542","ENSG00000252338","RNU6-503P"
"26543","ENSG00000239319","RN7SL854P"
"26544","ENSG00000251767","RNU7-8P"
"26545","ENSG00000202263","RNA5SP22"
"26546","ENSG00000199318","RNA5SP52"
"26547","ENSG00000199666","SNORD3G"
"26548","ENSG00000263438","LINC01919"
"26549","ENSG00000274807","KIR2DS4"
"26550","ENSG00000200601","RNA5SP50"
"26552","ENSG00000242482","RN7SL392P"
"26554","ENSG00000201620","RNA5SP51"
"26557","ENSG00000264963","RN7SL440P"
"26558","ENSG00000102931","ARL2BP"
"26559","ENSG00000198974","MIR30E"
"26560","ENSG00000212248","RNU6-750P"
"26561","ENSG00000207962","MIR30C1"
"26562","ENSG00000207234","RNU6-125P"
"26563","ENSG00000202259","RNU6-1318P"
"26564","ENSG00000212459","RNU6-695P"
"26565","ENSG00000263526","MIR378G"
"26566","ENSG00000211575","MIR760"
"26568","ENSG00000201491","RNU4-75P"
"26569","ENSG00000275455","MIR7852"
"26570","ENSG00000200800","RNU1-130P"
"26571","ENSG00000252530","RNU6-965P"
"26573","ENSG00000211543","MIR320B1"
"26574","ENSG00000252797","RN7SKP272"
"26576","ENSG00000273575","KIR2DL4"
"26577","ENSG00000222209","RNA5SP56"
"26579","ENSG00000215930","MIR942"
"26581","ENSG00000222069","RN7SKP285"
"26582","ENSG00000252005","RNU4ATAC8P"
"26583","ENSG00000252510","RNA5SP55"
"26584","ENSG00000252830","RNA5SP533"
"26585","ENSG00000283296","MIR4256"
"26586","ENSG00000252717","RNU6-352P"
"26588","ENSG00000168385","SEPTIN2"
"26589","ENSG00000207472","RNU6-41P"
"26590","ENSG00000199849","RNU5F-6P"
"26592","ENSG00000251813","RNU6-983P"
"26594","ENSG00000152503","TRIM36"
"26595","ENSG00000202491","RNU6-716P"
"26598","ENSG00000201493","RNU1-141P"
"26599","ENSG00000200139","RNU6-778P"
"26600","ENSG00000253025","RNU2-12P"
"26601","ENSG00000201544","SNORA16B"
"26603","ENSG00000114354","TFG"
"26604","ENSG00000221545","MIR1255B2"
"26605","ENSG00000252906","SCARNA3"
"26606","ENSG00000202329","RNU6-609P"
"26607","ENSG00000242794","RN7SL299P"
"26608","ENSG00000196159","FAT4"
"26609","ENSG00000255993","PSMC1P9"
"26610","ENSG00000283340","MIR3119-1"
"26611","ENSG00000252860","RNU6-570P"
"26612","ENSG00000263390","MIR3119-2"
"26614","ENSG00000207181","SNORA14B"
"26615","ENSG00000267226","MALT1-AS1"
"26616","ENSG00000264377","MIR4671"
"26617","ENSG00000177938","CAPZA3"
"26618","ENSG00000213708","SLC16A14P1"
"26619","ENSG00000207149","RNU6-465P"
"26621","ENSG00000284485","MIR205"
"26623","ENSG00000239494","RN7SL333P"
"26626","ENSG00000260965","RPL23AP91"
"26627","ENSG00000239690","RN7SL668P"
"26629","ENSG00000202184","RNU6-1283P"
"26630","ENSG00000253676","TAGLN2P1"
"26631","ENSG00000241395","RN7SL344P"
"26636","ENSG00000222407","RNA5SP80"
"26637","ENSG00000251892","RNU7-84P"
"26638","ENSG00000139144","PIK3C2G"
"26639","ENSG00000200495","RNU6-1205P"
"26640","ENSG00000125149","PHAF1"
"26641","ENSG00000174429","ABRA"
"26642","ENSG00000252553","RNA5SP73"
"26643","ENSG00000222240","RN7SKP156"
"26644","ENSG00000266969","CEP192-DT"
"26646","ENSG00000200036","RNA5SP65"
"26648","ENSG00000200327","RNA5SP62"
"26649","ENSG00000200972","RNU5A-8P"
"26656","ENSG00000104290","FZD3"
"26657","ENSG00000264358","MIR3122"
"26658","ENSG00000267583","ZNF24TR"
"26659","ENSG00000212527","RNA5SP63"
"26660","ENSG00000252879","RN7SKP98"
"26661","ENSG00000202264","RNA5SP77"
"26663","ENSG00000252084","RN7SKP12"
"26666","ENSG00000264500","MIR3124"
"26667","ENSG00000202025","RNU6-1240P"
"26673","ENSG00000225272","RPL21P27"
"26677","ENSG00000254450","ALG9-IT1"
"26679","ENSG00000162545","CAMK2N1"
"26680","ENSG00000241588","RN7SL484P"
"26681","ENSG00000252957","RNA5SP402"
"26682","ENSG00000254949","GNG5P3"
"26683","ENSG00000259430","CERS3-AS1"
"26685","ENSG00000274948","KIR3DL1"
"26686","ENSG00000255561","FDXACB1"
"26687","ENSG00000090432","MUL1"
"26689","ENSG00000251819","RNU6-322P"
"26690","ENSG00000259205","PRKXP1"
"26691","ENSG00000277885","KIR2DS2"
"26692","ENSG00000200095","RNU6-181P"
"26695","ENSG00000103591","AAGAB"
"26698","ENSG00000215520","RPS4XP4"
"26699","ENSG00000183114","FAM43B"
"26701","ENSG00000277552","KIR3DL3"
"26702","ENSG00000158825","CDA"
"26707","ENSG00000265933","LINC00668"
"26708","ENSG00000137720","CFAP68"
"26712","ENSG00000265251","MIR4288"
"26713","ENSG00000202411","RNA5SP259"
"26714","ENSG00000158828","PINK1"
"26715","ENSG00000104299","INTS9"
"26716","ENSG00000206839","RNU6-746P"
"26717","ENSG00000250464","LRRC34P2"
"26718","ENSG00000224353","ACE3P"
"26719","ENSG00000283822","MIR639"
"26720","ENSG00000099795","NDUFB7"
"26721","ENSG00000251111","FCF1P8"
"26722","ENSG00000134851","TMEM165"
"26723","ENSG00000270587","FAM136DP"
"26724","ENSG00000198909","MAP3K3"
"26725","ENSG00000284005","MIR6084"
"26726","ENSG00000234473","ZNF101P2"
"26727","ENSG00000238754","SCARNA18B"
"26728","ENSG00000243488","RN7SL337P"
"26729","ENSG00000176343","RPL37AP8"
"26730","ENSG00000221680","MIR1278"
"26731","ENSG00000243066","RN7SL842P"
"26732","ENSG00000162630","B3GALT2"
"26734","ENSG00000105429","MEGF8"
"26735","ENSG00000133317","LGALS12"
"26736","ENSG00000155545","MIER3"
"26739","ENSG00000229639","LINC01758"
"26740","ENSG00000157224","CLDN12"
"26742","ENSG00000270615","SGO1P1"
"26744","ENSG00000240692","RN7SL538P"
"26745","ENSG00000237919","LRRC7-AS1"
"26746","ENSG00000278025","NCR1"
"26747","ENSG00000066557","LRRC40"
"26750","ENSG00000197468","OR7E85BP"
"26751","ENSG00000249272","UNC93B8"
"26752","ENSG00000244389","RN7SL242P"
"26753","ENSG00000249347","VPS51P7"
"26756","ENSG00000275331","ABCC6"
"26757","ENSG00000250342","SNRPCP16"
"26758","ENSG00000249767","ENPP7P10"
"26759","ENSG00000118454","ANKRD13C"
"26760","ENSG00000121211","MND1"
"26762","ENSG00000274830","KIR2DL3"
"26763","ENSG00000276004","KIR3DL2"
"26764","ENSG00000242634","RPS24P16"
"26765","ENSG00000104067","TJP1"
"26766","ENSG00000116761","CTH"
"26767","ENSG00000184083","FAM120C"
"26768","ENSG00000237172","B3GNT9"
"26769","ENSG00000089199","CHGB"
"26770","ENSG00000102871","TRADD"
"26772","ENSG00000215589","KANK1P1"
"26773","ENSG00000089195","TRMT6"
"26774","ENSG00000058091","CDK14"
"26775","ENSG00000248998","EFL1P2"
"26777","ENSG00000243199","RPL6P10"
"26778","ENSG00000222765","RNU2-40P"
"26780","ENSG00000231841","FAM192BP"
"26781","ENSG00000135722","FBXL8"
"26782","ENSG00000243312","RPL6P13"
"26783","ENSG00000224949","RPL37P24"
"26784","ENSG00000234566","RPL7AP71"
"26785","ENSG00000188937","NYX"
"26786","ENSG00000163633","C4orf36"
"26787","ENSG00000269556","TMEM185A"
"26788","ENSG00000083782","EPYC"
"26789","ENSG00000184743","ATL3"
"26792","ENSG00000183049","CAMK1D"
"26793","ENSG00000237033","CASP3P1"
"26795","ENSG00000233496","SYNJ2-IT1"
"26796","ENSG00000007968","E2F2"
"26798","ENSG00000112818","MEP1A"
"26799","ENSG00000139329","LUM"
"26800","ENSG00000117318","ID3"
"26801","ENSG00000248383","PCDHAC1"
"26804","ENSG00000229239","EEF1A1P48"
"26805","ENSG00000092036","HAUS4"
"26806","ENSG00000267337","LINC01478"
"26807","ENSG00000142676","RPL11"
"26808","ENSG00000270269","IMMP1LP1"
"26810","ENSG00000133318","RTN3"
"26811","ENSG00000276882","KIR3DL2"
"26812","ENSG00000251411","ARPC1AP4"
"26813","ENSG00000196123","MATCAP1"
"26814","ENSG00000011465","DCN"
"26815","ENSG00000125885","MCM8"
"26817","ENSG00000274714","KIR2DS4"
"26818","ENSG00000107745","MICU1"
"26819","ENSG00000277334","NCR1"
"26820","ENSG00000274556","KIR3DL3"
"26821","ENSG00000145332","KLHL8"
"26822","ENSG00000134597","RBMX2"
"26823","ENSG00000113407","TARS1"
"26824","ENSG00000275237","KIR2DL4"
"26825","ENSG00000237719","NUDT5P1"
"26826","ENSG00000156711","MAPK13"
"26830","ENSG00000057757","PITHD1"
"26836","ENSG00000254034","INTS9-AS1"
"26837","ENSG00000276423","KIR3DL1"
"26838","ENSG00000179044","EXOC3L1"
"26839","ENSG00000242958","RPL36AP32"
"26844","ENSG00000104365","IKBKB"
"26845","ENSG00000273794","KIR2DL1"
"26846","ENSG00000117308","GALE"
"26848","ENSG00000171659","GPR34"
"26851","ENSG00000267013","LINC01929"
"26852","ENSG00000277533","MIR8077"
"26853","ENSG00000105427","CNFN"
"26856","ENSG00000189377","CXCL17"
"26861","ENSG00000126733","DACH2"
"26864","ENSG00000253048","RNU4-60P"
"26870","ENSG00000079385","CEACAM1"
"26874","ENSG00000278116","KIR2DL5A"
"26878","ENSG00000276327","KIR2DS1"
"26883","ENSG00000277835","KIR3DP1"
"26887","ENSG00000275543","MPV17L"
"26891","ENSG00000259256","LINC01895"
"26893","ENSG00000188070","ZFTA"
"26896","ENSG00000274722","KIR3DL2"
"26897","ENSG00000275779","NTAN1"
"26898","ENSG00000096070","BRPF3"
"26899","ENSG00000205250","E2F4"
"26900","ENSG00000264519","RN7SL596P"
"26901","ENSG00000168005","SPINDOC"
"26905","ENSG00000277240","LILRP1"
"26906","ENSG00000273955","KIR2DP1"
"26908","ENSG00000265758","LINC01900"
"26910","ENSG00000278786","KIR3DP1"
"26912","ENSG00000277963","LILRP2"
"26913","ENSG00000293011","LILRP2"
"26914","ENSG00000256280","ATP5MGP1"
"26916","ENSG00000234106","SRP14P2"
"26917","ENSG00000102034","ELF4"
"26919","ENSG00000266010","GATA6-AS1"
"26920","ENSG00000166788","SAAL1"
"26921","ENSG00000138207","RBP4"
"26922","ENSG00000223584","TVP23CP1"
"26924","ENSG00000226254","PTP4A1P3"
"26925","ENSG00000157240","FZD1"
"26928","ENSG00000235748","SEPTIN14P12"
"26930","ENSG00000231961","MTCO1P59"
"26932","ENSG00000263755","RN7SL498P"
"26933","ENSG00000088766","CRLS1"
"26934","ENSG00000225843","NIPA2P1"
"26935","ENSG00000221879","MRPS21P3"
"26938","ENSG00000251154","PTTG1IP2"
"26939","ENSG00000223963","THAP12P8"
"26940","ENSG00000215802","RFKP1"
"26943","ENSG00000233615","HNRNPA1P42"
"26946","ENSG00000197565","COL4A6"
"26947","ENSG00000265831","MIR3123"
"26948","ENSG00000224348","RPL36P6"
"26951","ENSG00000263883","EEF1DP7"
"26952","ENSG00000248180","GAPDHP60"
"26954","ENSG00000105974","CAV1"
"26955","ENSG00000102890","ELMO3"
"26956","ENSG00000136490","LIMD2"
"26957","ENSG00000132703","APCS"
"26958","ENSG00000263981","MIR5705"
"26959","ENSG00000170509","HSD17B13"
"26962","ENSG00000223603","CRPP1"
"26963","ENSG00000107863","ARHGAP21"
"26964","ENSG00000132693","CRP"
"26968","ENSG00000274480","KIR3DL3"
"26969","ENSG00000211717","TRBV10-1"
"26970","ENSG00000251656","PRELID3BP5"
"26972","ENSG00000211720","TRBV11-1"
"26973","ENSG00000249516","PRELID3BP6"
"26974","ENSG00000244661","TRBV12-1"
"26976","ENSG00000229769","TRBV10-2"
"26979","ENSG00000264235","MYL12-AS1"
"26980","ENSG00000211739","TRBV12-2"
"26981","ENSG00000278308","NPIPA3"
"26983","ENSG00000211721","TRBV6-5"
"26985","ENSG00000247763","TUBAP14"
"26986","ENSG00000253409","TRBV7-4"
"26989","ENSG00000230099","TRBV5-4"
"26991","ENSG00000233402","TARDBPP1"
"26994","ENSG00000125872","LRRN4"
"26995","ENSG00000158716","DUSP23"
"26998","ENSG00000211724","TRBV6-6"
"27000","ENSG00000214295","FOXO1B"
"27002","ENSG00000258159","IMMP1LP2"
"27003","ENSG00000227550","TRBV7-5"
"27004","ENSG00000222937","SNORD63B"
"27005","ENSG00000206989","SNORD63"
"27006","ENSG00000111775","COX6A1"
"27007","ENSG00000211725","TRBV5-5"
"27009","ENSG00000198189","HSD17B11"
"27011","ENSG00000253188","TRBV6-7"
"27013","ENSG00000211727","TRBV7-6"
"27015","ENSG00000211728","TRBV5-6"
"27016","ENSG00000113013","HSPA9"
"27017","ENSG00000253534","TRBV6-8"
"27018","ENSG00000253291","TRBV7-7"
"27019","ENSG00000202380","RNU1-55P"
"27020","ENSG00000234241","SYNCRIPP1"
"27022","ENSG00000211731","TRBV5-7"
"27023","ENSG00000276915","FGFR3P3"
"27024","ENSG00000278030","TRBV7-9"
"27026","ENSG00000088812","ATRN"
"27027","ENSG00000276405","TRBV13"
"27028","ENSG00000170855","TRIAP1"
"27030","ENSG00000275791","TRBV10-3"
"27034","ENSG00000181036","FCRL6"
"27035","ENSG00000276597","TRBV11-3"
"27036","ENSG00000275452","KIR2DS2"
"27037","ENSG00000278823","BMERB1"
"27038","ENSG00000274752","TRBV12-3"
"27039","ENSG00000276953","TRBV12-4"
"27040","ENSG00000257218","GATC"
"27042","ENSG00000275158","TRBV12-5"
"27044","ENSG00000050344","NFE2L3"
"27045","ENSG00000108424","KPNB1"
"27046","ENSG00000274610","KIR3DP1"
"27048","ENSG00000275269","FCAR"
"27054","ENSG00000240966","RN7SL681P"
"27055","ENSG00000267322","SNHG22"
"27056","ENSG00000207182","RNU1-44P"
"27057","ENSG00000151615","POU4F2"
"27058","ENSG00000219355","RPL31P52"
"27059","ENSG00000088986","DYNLL1"
"27061","ENSG00000122565","CBX3"
"27064","ENSG00000223569","USP17L15"
"27067","ENSG00000229226","BTF3L4P4"
"27068","ENSG00000249623","PALLD-AS1"
"27071","ENSG00000198515","CNGA1"
"27072","ENSG00000266258","LINC01909"
"27074","ENSG00000273807","NPIPA6"
"27076","ENSG00000266304","LIVAR"
"27086","ENSG00000242251","RN7SL20P"
"27087","ENSG00000158714","SLAMF8"
"27088","ENSG00000236132","RPL17P52"
"27089","ENSG00000252909","RNU6-201P"
"27090","ENSG00000207948","MIR328"
"27094","ENSG00000232346","RPS17P16"
"27096","ENSG00000168701","TMEM208"
"27097","ENSG00000100170","SLC5A1"
"27098","ENSG00000261780","LINC02582"
"27100","ENSG00000251019","HIGD1AP13"
"27102","ENSG00000163291","PAQR3"
"27103","ENSG00000010030","ETV7"
"27104","ENSG00000275618","BFAR"
"27106","ENSG00000243284","VSIG8"
"27107","ENSG00000276858","FCAR"
"27108","ENSG00000206708","RNU6-1227P"
"27110","ENSG00000255254","HIGD1AP5"
"27111","ENSG00000110871","COQ5"
"27112","ENSG00000114742","WDR48"
"27113","ENSG00000230558","CEACAMP2"
"27116","ENSG00000254857","MRGPRX12P"
"27117","ENSG00000179817","MRGPRX4"
"27118","ENSG00000124469","CEACAM8"
"27119","ENSG00000255138","GLTPP1"
"27120","ENSG00000213085","CFAP45"
"27121","ENSG00000254546","MRGPRX13P"
"27123","ENSG00000148965","SAA4"
"27131","ENSG00000140470","ADAMTS17"
"27136","ENSG00000233681","CEACAMP1"
"27138","ENSG00000139914","FITM1"
"27141","ENSG00000255071","SAA2-SAA4"
"27143","ENSG00000165762","OR4K2"
"27145","ENSG00000276139","KIR2DS2"
"27146","ENSG00000076826","CAMSAP3"
"27148","ENSG00000238284","LINC01448"
"27151","ENSG00000229161","TCP1P1"
"27152","ENSG00000275911","NDE1"
"27153","ENSG00000230568","SF3A3P1"
"27155","ENSG00000165379","LRFN5"
"27156","ENSG00000125861","GFRA4"
"27158","ENSG00000100225","FBXO7"
"27166","ENSG00000135723","FHOD1"
"27167","ENSG00000266835","GAPLINC"
"27168","ENSG00000134339","SAA2"
"27169","ENSG00000274146","KIR3DL1"
"27170","ENSG00000106588","PSMA2"
"27171","ENSG00000176299","OR4M1"
"27172","ENSG00000242175","RN7SL127P"
"27173","ENSG00000164306","PRIMPOL"
"27175","ENSG00000265374","LINC01908"
"27176","ENSG00000169484","OR4K14"
"27177","ENSG00000255804","OR6J1"
"27178","ENSG00000176253","OR4K13"
"27179","ENSG00000088826","SMOX"
"27180","ENSG00000155249","OR4K1"
"27181","ENSG00000169208","OR10G3"
"27182","ENSG00000197734","C14orf178"
"27186","ENSG00000241030","RPL29P24"
"27187","ENSG00000258027","NF1P4"
"27188","ENSG00000167272","POP5"
"27189","ENSG00000266458","MIR4259"
"27192","ENSG00000162723","SLAMF9"
"27193","ENSG00000140471","LINS1"
"27194","ENSG00000278184","NF1P11"
"27195","ENSG00000241186","CRIPTO"
"27199","ENSG00000174373","RALGAPA1"
"27200","ENSG00000265778","ZNF516-AS1"
"27202","ENSG00000274788","LILRP2"
"27204","ENSG00000267413","LINC01901"
"27208","ENSG00000273657","MIR6792"
"27209","ENSG00000076924","XAB2"
"27211","ENSG00000283503","LINC01902"
"27212","ENSG00000281929","RPL17P40"
"27214","ENSG00000242137","RPL11P5"
"27215","ENSG00000199394","RNU6-600P"
"27216","ENSG00000277140","MARF1"
"27217","ENSG00000239617","RPL32P27"
"27223","ENSG00000139537","CCDC65"
"27225","ENSG00000251890","RNA5SP497"
"27228","ENSG00000188004","SNHG28"
"27229","ENSG00000200336","RNA5SP333"
"27230","ENSG00000100234","TIMP3"
"27232","ENSG00000212789","ST13P5"
"27233","ENSG00000178038","ALS2CL"
"27235","ENSG00000201695","RNA5SP334"
"27237","ENSG00000214880","OR7E5P"
"27238","ENSG00000171988","JMJD1C"
"27239","ENSG00000149133","OR5F1"
"27243","ENSG00000182365","OR5F2P"
"27244","ENSG00000181780","OR5J1P"
"27245","ENSG00000254524","OR8I4P"
"27246","ENSG00000255140","OR5BN2P"
"27247","ENSG00000181761","OR8H3"
"27249","ENSG00000228194","ETFRF1P1"
"27250","ENSG00000185666","SYN3"
"27251","ENSG00000254848","OR5BN1P"
"27252","ENSG00000266580","MIR4254"
"27255","ENSG00000106591","MRPL32"
"27256","ENSG00000254947","OR8K4P"
"27258","ENSG00000207431","RNU6-906P"
"27261","ENSG00000181752","OR8K5"
"27264","ENSG00000137200","CMTR1"
"27265","ENSG00000255217","OR5J7P"
"27266","ENSG00000174957","OR5J2"
"27267","ENSG00000163399","ATP1A1"
"27268","ENSG00000230213","OR8V1P"
"27269","ENSG00000254841","OR4V1P"
"27270","ENSG00000188439","OR4P1P"
"27271","ENSG00000183475","ASB7"
"27273","ENSG00000254457","OR5D2P"
"27275","ENSG00000233025","CRYZP1"
"27276","ENSG00000236541","VN2R9P"
"27279","ENSG00000255131","OR9L1P"
"27281","ENSG00000272685","OR9I3P"
"27282","ENSG00000134285","FKBP11"
"27283","ENSG00000237632","S100A11P1"
"27284","ENSG00000186508","OR9I2P"
"27285","ENSG00000272569","OR5BL1P"
"27286","ENSG00000105821","DNAJC2"
"27287","ENSG00000275521","NCR1"
"27288","ENSG00000151725","CENPU"
"27289","ENSG00000180475","OR10Q1"
"27291","ENSG00000181325","OR9G3P"
"27292","ENSG00000274770","MIR6128"
"27293","ENSG00000135740","SLC9A5"
"27295","ENSG00000254825","OR9G2P"
"27297","ENSG00000189269","DRICH1"
"27298","ENSG00000181296","OR5G1P"
"27299","ENSG00000073861","TBX21"
"27300","ENSG00000255485","OR5G4P"
"27301","ENSG00000241356","OR5G3"
"27302","ENSG00000213604","NAA50P1"
"27303","ENSG00000278710","KIR3DL2"
"27304","ENSG00000230176","LINC01433"
"27305","ENSG00000254658","OR8J2"
"27306","ENSG00000101311","FERMT1"
"27307","ENSG00000255461","OR8I1P"
"27309","ENSG00000198937","CCDC167"
"27310","ENSG00000254722","FAM8A2P"
"27311","ENSG00000093000","NUP50"
"27312","ENSG00000255134","OR8K2P"
"27313","ENSG00000242208","RPL5P29"
"27314","ENSG00000198261","OR5BB1P"
"27315","ENSG00000204989","OR4D8P"
"27316","ENSG00000176200","OR4D11"
"27317","ENSG00000254770","OR4D7P"
"27318","ENSG00000159111","MRPL10"
"27319","ENSG00000263926","MIR4462"
"27324","ENSG00000233499","OR5B1P"
"27326","ENSG00000112139","MDGA1"
"27327","ENSG00000273408","OR5B15P"
"27329","ENSG00000238041","TMEM230P2"
"27330","ENSG00000243601","RPL12P24"
"27331","ENSG00000172199","OR8U1"
"27332","ENSG00000154227","CERS3"
"27335","ENSG00000254903","OR8L1P"
"27336","ENSG00000274545","LILRP1"
"27337","ENSG00000164830","OXR1"
"27338","ENSG00000278490","KIR3DL3"
"27339","ENSG00000174788","PCP2"
"27340","ENSG00000255466","OR5AL2P"
"27341","ENSG00000272987","OR5AL1"
"27342","ENSG00000279961","OR8U3"
"27343","ENSG00000230416","OR5M4P"
"27345","ENSG00000150269","OR5M9"
"27347","ENSG00000254490","OR5M7P"
"27352","ENSG00000254603","OR5M6P"
"27354","ENSG00000185701","OR5M5P"
"27356","ENSG00000185522","LMNTD2"
"27357","ENSG00000293049","LILRP2"
"27359","ENSG00000269228","RPS27AP19"
"27362","ENSG00000273881","LILRP1"
"27364","ENSG00000275289","LILRP2"
"27365","ENSG00000104918","RETN"
"27366","ENSG00000188747","NOXA1"
"27367","ENSG00000277596","KIR3DL3"
"27368","ENSG00000169884","WNT10B"
"27369","ENSG00000278369","KIR2DL3"
